event_id,match_id,line,slot,x,y,ball_x,ball_y,dx_from_line,attacker_idx
c5679fc8-3575-466e-affc-6b548a3897d8,3930158,att,,57.82641440122727,37.84982051618423,44.5375,61.029999999999994,19.50610465117672,3.0
c5679fc8-3575-466e-affc-6b548a3897d8,3930158,att,,39.34015193551778,47.342515680212934,44.5375,61.029999999999994,1.0198421854672333,4.0
c5679fc8-3575-466e-affc-6b548a3897d8,3930158,att,,54.97730513362604,49.45825267999916,44.5375,61.029999999999994,16.65699538357549,5.0
c5679fc8-3575-466e-affc-6b548a3897d8,3930158,att,,30.981855680482735,53.02496713569879,44.5375,61.029999999999994,-7.338454069567813,6.0
c5679fc8-3575-466e-affc-6b548a3897d8,3930158,att,,44.7033371018545,59.18735590341779,44.5375,61.029999999999994,6.383027351803953,7.0
c5679fc8-3575-466e-affc-6b548a3897d8,3930158,att,,43.83749866485596,65.02499999999999,44.5375,61.029999999999994,5.517188914805409,8.0
ce2d0221-ed72-411d-a604-3e848f66a285,3930158,back,0.0,47.66681559090721,27.924198074208626,43.8375,65.02499999999999,1.475284765828654,
ce2d0221-ed72-411d-a604-3e848f66a285,3930158,back,1.0,47.16966170510711,41.06747202240892,43.8375,65.02499999999999,0.9781308800285515,
ce2d0221-ed72-411d-a604-3e848f66a285,3930158,back,2.0,40.32639756929379,45.95387193681427,43.8375,65.02499999999999,-5.8651332557847695,
ce2d0221-ed72-411d-a604-3e848f66a285,3930158,back,3.0,51.653575620746274,51.59004203346993,43.8375,65.02499999999999,5.462044795667715,
ce2d0221-ed72-411d-a604-3e848f66a285,3930158,back,4.0,44.14120363933841,55.27673557547551,43.8375,65.02499999999999,-2.0503271857401515,
ce2d0221-ed72-411d-a604-3e848f66a285,3930158,mid,5.0,58.976978730271796,35.09868295726012,43.8375,65.02499999999999,1.7642894399140374,
ce2d0221-ed72-411d-a604-3e848f66a285,3930158,mid,6.0,59.407476022412695,39.63867894936377,43.8375,65.02499999999999,2.1947867320549364,
ce2d0221-ed72-411d-a604-3e848f66a285,3930158,mid,7.0,56.28239425487789,53.24359435284376,43.8375,65.02499999999999,-0.9302950354798654,
ce2d0221-ed72-411d-a604-3e848f66a285,3930158,mid,8.0,54.18390815386866,61.00611481230176,43.8375,65.02499999999999,-3.0287811364891013,
ce2d0221-ed72-411d-a604-3e848f66a285,3930158,att,,49.27413374738756,14.640012597131241,43.8375,65.02499999999999,10.953823997337011,0.0
ce2d0221-ed72-411d-a604-3e848f66a285,3930158,att,,57.44516108331133,22.702908047183243,43.8375,65.02499999999999,19.124851333260786,1.0
ce2d0221-ed72-411d-a604-3e848f66a285,3930158,att,,39.121732719345715,32.699250324453295,43.8375,65.02499999999999,0.8014229692951673,2.0
